config_value,mean_inf_time,std_dev_inf_time
128,464.4481903076172,25.24452364694101
256,520.0794219970703,47.44615935049329
512,638.0304107666016,130.87974691405586
768,893.0765747070312,357.2859099860134
820,964.9470703125,337.68100184919047
1024,1190.4046630859375,552.0231274552659
